timeframe,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,3,trend_bull+volatility+inside_bar+mtf_volatility,187,0.61497326,1.23357065,18,0.66666667,1.37733773,0.43749467,27,0.44444444,1.00794971,0.27585858
d1,3,sma_stack_bull+volatility+mtf_volatility,784,0.61479592,1.23321491,111,0.54954955,1.13537300,0.45688031,148,0.54054054,1.22588479,0.46024159
d1,3,adx25+volatility+elliott_pullback_bull+mtf_di_bull,241,0.61410788,1.23183479,19,0.57894737,1.19610908,0.36275904,44,0.50000000,1.13394343,0.35831761
d1,3,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.61386139,1.23134034,99,0.41414141,0.85561890,0.32209499,40,0.50000000,1.13394343,0.35199527
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_price200_bull+cross_group_bull,202,0.61386139,1.23134034,99,0.41414141,0.85561890,0.32209499,40,0.50000000,1.13394343,0.35199527
d1,3,volatility+nr7,378,0.61375661,1.23113018,72,0.61111111,1.26255959,0.49562355,80,0.78750000,1.78596090,0.68577844
d1,3,adx_up3+volatility,853,0.61313013,1.22987352,142,0.66197183,1.36763817,0.58081488,189,0.62962963,1.42792876,0.55884176
d1,3,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,0.61290323,1.22941837,57,0.47368421,0.97863471,0.34987168,83,0.56626506,1.28422509,0.45905926
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,0.61224490,1.22809784,96,0.41666667,0.86083608,0.32311561,39,0.51282051,1.16301890,0.36199363
d1,3,volatility+inside_bar+mtf_volatility,361,0.61218837,1.22798444,44,0.77272727,1.59645965,0.63007642,57,0.43859649,0.99468722,0.31772697
d1,3,trend_bull+atr_expand+mtf_volatility,283,0.61130742,1.22621736,58,0.63793103,1.31796973,0.50927524,82,0.56097561,1.27222921,0.45322921
d1,3,price200_bull+volatility+nr7+mtf_price200_bull,167,0.61077844,1.22515629,33,0.66666667,1.37733773,0.49607894,30,0.70000000,1.58752080,0.52124213
d1,3,trend_bull+adx_up3+bb_expand+close_near_high,231,0.61038961,1.22437633,30,0.53333333,1.10187019,0.36142300,41,0.63414634,1.43817215,0.48120701
d1,3,adx_up3+inside_bar+mtf_volatility,213,0.61032864,1.22425403,35,0.60000000,1.23960396,0.43572709,50,0.44000000,0.99787022,0.31162199
d1,3,price200_bull+volatility+inside_bar+mtf_price200_bull,354,0.61016949,1.22393480,66,0.59090909,1.22082208,0.47049190,56,0.44642857,1.01244949,0.32386721
d1,3,trend_bull+adx25+volatility+mtf_volatility,487,0.60985626,1.22330649,70,0.48571429,1.00348892,0.37245878,89,0.56179775,1.27409374,0.45828208
d1,3,sma_stack_bull+volatility+inside_bar+mtf_price200_bull,246,0.60975610,1.22310557,49,0.53061224,1.09624840,0.39380864,44,0.45454545,1.03085766,0.31705234
d1,3,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,0.60964912,1.22289099,110,0.40909091,0.84518452,0.32178975,54,0.55555556,1.25993714,0.42375647
d1,3,sma_stack_bull+adx_up3+volatility+mtf_di_bull,187,0.60962567,1.22284394,29,0.72413793,1.49607375,0.54282868,29,0.41379310,0.93843594,0.25513177
d1,3,sma_stack_bull+volatility+close_near_high,435,0.60919540,1.22198088,77,0.57142857,1.18057520,0.46010532,106,0.50943396,1.15533859,0.41561507
d1,3,sma_stack_bull+elliott_impulse_bull+mtf_di_bull+cross_group_bull,220,0.60909091,1.22177127,107,0.41121495,0.84957281,0.32263731,53,0.56603774,1.28370954,0.43265351
d1,3,adx_up3+volatility+close_near_high+mtf_volatility,156,0.60897436,1.22153749,24,0.70833333,1.46342134,0.50832306,27,0.66666667,1.51192457,0.47824761
d1,3,sma_stack_bull+volatility+close_near_high+mtf_volatility,202,0.60891089,1.22141018,38,0.60526316,1.25047768,0.44717868,39,0.53846154,1.22116985,0.38569448
d1,3,trend_bull+volatility+elliott_wave5_bull+mtf_di_bull,184,0.60869565,1.22097843,24,0.45833333,0.94691969,0.27891334,27,0.37037037,0.83995809,0.21532513
d1,3,trend_bull+volatility+nr7,171,0.60818713,1.21995840,27,0.62962963,1.30081897,0.44229234,38,0.73684211,1.67107452,0.57991154
d1,3,sma_stack_bull+elliott_impulse_bull+mtf_price200_bull+cross_group_bull,227,0.60792952,1.21944164,110,0.40909091,0.84518452,0.32178975,54,0.55555556,1.25993714,0.42375647
d1,3,sma_stack_bull+volatility+close_near_high+cross_target_relative_up,163,0.60736196,1.21830319,28,0.60714286,1.25436115,0.42409044,27,0.59259259,1.34393295,0.40726701
d1,3,sma_stack_bull+volatility+close_near_high+mtf_price200_bull,364,0.60714286,1.21786369,72,0.55555556,1.14778144,0.44087391,79,0.43037975,0.97605257,0.32693823
d1,3,adx_up3+volatility+close_near_high,249,0.60642570,1.21642516,41,0.60975610,1.25976012,0.45726857,55,0.69090909,1.56690365,0.55971410
d1,3,adx25+volatility+mtf_volatility,973,0.60637205,1.21631752,141,0.53191489,1.09893968,0.44980249,163,0.61349693,1.39134163,0.53694869
d1,3,trend_bull+volatility+close_near_high+mtf_volatility,236,0.60593220,1.21543525,40,0.62500000,1.29125413,0.47032439,36,0.55555556,1.25993714,0.39581062
d1,3,trend_bull+volatility+close_near_high,548,0.60583942,1.21524913,82,0.57317073,1.18417452,0.46521208,109,0.50458716,1.14434658,0.41218106
d1,3,trend_bull+bb_expand+close_near_high+mtf_price200_bull,393,0.60559796,1.21476480,84,0.52380952,1.08219393,0.41832106,63,0.42857143,0.97195151,0.31396918
d1,3,adx25+inside_bar+mtf_volatility,380,0.60526316,1.21409321,58,0.60344828,1.24672812,0.47493216,49,0.55102041,1.24965194,0.41315108
d1,3,price200_bull+volatility+inside_bar,504,0.60515873,1.21388374,75,0.62666667,1.29469747,0.51354965,99,0.55555556,1.25993714,0.45742143
d1,3,trend_bull+volatility+inside_bar+mtf_price200_bull,296,0.60472973,1.21302322,52,0.53846154,1.11246509,0.40503611,48,0.47916667,1.08669578,0.34471316
d1,3,price200_bull+volatility+close_near_high+cross_target_relative_up,296,0.60472973,1.21302322,51,0.58823529,1.21529800,0.45165337,45,0.53333333,1.20953966,0.39077455
d1,3,trend_bull+bb_expand+close_near_high+mtf_di_bull,376,0.60372340,1.21100463,78,0.53846154,1.11246509,0.42863644,53,0.37735849,0.85580636,0.25936265
d1,3,trend_bull+bb_expand+close_near_high+mtf_volatility,179,0.60335196,1.21025955,50,0.58000000,1.19828383,0.44233442,39,0.69230769,1.57007552,0.53578746
d1,3,sma_stack_bull+volatility+inside_bar,335,0.60298507,1.20952362,53,0.54716981,1.13045644,0.41453975,71,0.49295775,1.11797239,0.38005151
d1,3,price200_bull+volatility+close_near_high,755,0.60264901,1.20884951,109,0.56880734,1.17515972,0.47505894,153,0.50326797,1.14135482,0.42493897
d1,3,price200_bull+volatility+inside_bar+mtf_di_bull,259,0.60231660,1.20818274,37,0.59459459,1.22843636,0.43485965,36,0.61111111,1.38593086,0.44864459
d1,3,trend_bull+volatility+elliott_wave5_bull,186,0.60215054,1.20784963,25,0.44000000,0.90904290,0.26665639,28,0.35714286,0.80995959,0.20705830
d1,3,trend_bull+volatility+elliott_wave5_bull+mtf_price200_bull,186,0.60215054,1.20784963,25,0.44000000,0.90904290,0.26665639,28,0.35714286,0.80995959,0.20705830
d1,3,trend_bull+volatility+close_near_high+mtf_price200_bull,463,0.60043197,1.20440236,76,0.56578947,1.16892479,0.45385753,91,0.45054945,1.02179518,0.35239769
d1,3,trend_bull+atr_expand,305,0.60000000,1.20353588,59,0.64406780,1.33064832,0.51655496,84,0.54761905,1.24193804,0.44143037
d1,3,trend_bull+adx_up3+volatility+mtf_di_bull,235,0.60000000,1.20353588,32,0.75000000,1.54950495,0.57893441,34,0.38235294,0.86713321,0.23900183
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_return_up,210,0.60000000,1.20353588,104,0.43269231,0.89394516,0.34155001,49,0.46938776,1.06451832,0.33703504
d1,3,sma_stack_bull+atr_expand+mtf_price200_bull,150,0.60000000,1.20353588,34,0.64705882,1.33682780,0.47913963,31,0.54838710,1.24367989,0.37772168
d1,3,sma_stack_bull+bb_expand+close_near_high+mtf_price200_bull,267,0.59925094,1.20203334,75,0.50666667,1.04677668,0.39598378,56,0.42857143,0.97195151,0.30768963
d1,3,sma_stack_bull+bb_expand+elliott_impulse_bull,232,0.59913793,1.20180666,82,0.37804878,0.78105128,0.28078372,40,0.45000000,1.02054908,0.30705308
d1,3,sma_stack_bull+bb_expand+elliott_impulse_bull+mtf_price200_bull,232,0.59913793,1.20180666,82,0.37804878,0.78105128,0.28078372,40,0.45000000,1.02054908,0.30705308
d1,3,trend_bull+volatility+mtf_volatility,895,0.59888268,1.20129466,130,0.56923077,1.17603453,0.48332845,147,0.53061224,1.20336854,0.45018682
d1,3,trend_bull+close_near_high+elliott_pullback_bull,172,0.59883721,1.20120345,55,0.56363636,1.16447645,0.43269816,45,0.62222222,1.41112960,0.47629934
d1,3,volatility+inside_bar+close_near_high,229,0.59825328,1.20003214,29,0.48275862,0.99738250,0.31386090,41,0.53658537,1.21691490,0.38746471
d1,3,sma_stack_bull+inside_bar+mtf_volatility,321,0.59813084,1.19978655,68,0.52941176,1.09376820,0.41240922,72,0.44444444,1.00794971,0.33539071
d1,3,trend_bull+bb_expand+close_near_high,460,0.59782609,1.19917525,100,0.54000000,1.11564356,0.44264860,85,0.49411765,1.12060292,0.39040835
d1,3,price200_bull+nr7+elliott_pullback_bull,184,0.59782609,1.19917525,41,0.53658537,1.10858891,0.38746471,44,0.61363636,1.39165784,0.46623575
d1,3,price200_bull+atr_expand+mtf_volatility,323,0.59752322,1.19856773,69,0.68115942,1.40727986,0.56415874,85,0.52941176,1.20064598,0.42434173
d1,3,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,0.59722222,1.19796396,110,0.42727273,0.88274827,0.33882289,51,0.45098039,1.02277250,0.32267519
d1,3,sma_stack_bull+elliott_wave5_bull+mtf_price200_bull+cross_group_return_up,216,0.59722222,1.19796396,110,0.42727273,0.88274827,0.33882289,51,0.45098039,1.02277250,0.32267519
d1,3,trend_bull+bb_expand+elliott_wave5_bull+cross_group_return_up,196,0.59693878,1.19739539,67,0.41791045,0.86340574,0.30742301,23,0.47826087,1.08464154,0.29237157
d1,3,sma_stack_bull+bb_expand+elliott_impulse_bull+mtf_di_bull,228,0.59649123,1.19649766,79,0.39240506,0.81071145,0.29212865,40,0.45000000,1.02054908,0.30705308
d1,5,sma_stack_bull+volatility+nr4+mtf_volatility,155,0.82580645,1.35615712,24,0.66666667,1.10747457,0.46706317,31,0.90322581,1.59675327,0.75100062
d1,5,pin_bull+mtf_volatility,161,0.80745342,1.32601737,43,0.74418605,1.23625068,0.59761597,27,0.81481481,1.44045732,0.63301316
d1,5,pin_bull+mtf_di_bull,189,0.79894180,1.31203941,57,0.77192982,1.28233897,0.64793989,26,0.69230769,1.22388506,0.50011742
d1,5,trend_bull+volatility+nr4+mtf_volatility,174,0.79885057,1.31188960,29,0.72413793,1.20294651,0.54282868,25,0.92000000,1.62640726,0.75033891
d1,5,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,0.79629630,1.30769490,71,0.71830986,1.19326485,0.60457983,22,0.81818182,1.44640962,0.61483393
d1,5,volatility+pin_bull,166,0.79518072,1.30586289,34,0.85294118,1.41691599,0.69871944,36,0.72222222,1.27676899,0.56007510
d1,5,price200_bull+volatility+nr4+mtf_volatility,211,0.79146919,1.29976773,36,0.77777778,1.29205366,0.61915297,32,0.90625000,1.60209955,0.75781845
d1,5,rci_bull+volatility+nr4+cross_target_relative_up,158,0.79113924,1.29922588,65,0.72307692,1.20118396,0.60419362,27,0.77777778,1.37498199,0.59243071
d1,5,nr4+elliott_pullback_bull+mtf_volatility,171,0.78947368,1.29649066,33,0.63636364,1.05713482,0.46616178,24,0.79166667,1.39953524,0.59529547
d1,5,price200_bull+pin_bull+mtf_di_bull,155,0.78709677,1.29258725,35,0.68571429,1.13911670,0.52020236,25,0.68000000,1.20212711,0.48410269
d1,5,sma_stack_bull+pin_bull,195,0.78461538,1.28851226,51,0.72549020,1.20519291,0.59053349,63,0.71428571,1.26273856,0.59297283
d1,5,price200_bull+rci_bull+pin_bull,202,0.78217822,1.28450989,51,0.76470588,1.27033848,0.63237775,52,0.67307692,1.18988826,0.53756189
d1,5,rci_bull+pin_bull,237,0.78059072,1.28190286,68,0.80882353,1.34362723,0.69989359,52,0.67307692,1.18988826,0.53756189
d1,5,sma_stack_bull+volatility+nr4+mtf_di_bull,176,0.77840909,1.27832015,35,0.65714286,1.09165350,0.49151950,23,0.82608696,1.46038459,0.62862352
d1,5,price200_bull+pin_bull+cross_group_return_up,179,0.77653631,1.27524463,29,0.62068966,1.03109701,0.44002544,40,0.70000000,1.23748379,0.54569981
d1,5,price200_bull+volatility+nr4+mtf_di_bull,298,0.77516779,1.27299721,57,0.73684211,1.22405084,0.61023421,50,0.80000000,1.41426719,0.66962894
d1,5,volatility+nr4+mtf_volatility,364,0.77472527,1.27227051,72,0.81944444,1.36127082,0.71519658,53,0.83018868,1.46763576,0.70774720
d1,5,price200_bull+pin_bull+cross_group_bull,159,0.77358491,1.27039777,29,0.62068966,1.03109701,0.44002544,35,0.74285714,1.31324810,0.57930693
d1,5,pin_bull+cross_group_bull,185,0.77297297,1.26939284,46,0.69565217,1.15562564,0.55194354,37,0.75675676,1.33782031,0.59882708
d1,5,pin_bull+cross_group_return_up,211,0.77251185,1.26863557,48,0.68750000,1.14208315,0.54666929,42,0.71428571,1.26273856,0.56432791
d1,5,trend_bull+pin_bull,246,0.77235772,1.26838247,55,0.72727273,1.20815408,0.59767802,64,0.71875000,1.27063067,0.59866070
d1,5,price200_bull+volatility+nr4+mtf_di_strong_bull,206,0.77184466,1.26753990,40,0.75000000,1.24590889,0.59806039,26,0.76923077,1.35987229,0.57948446
d1,5,trend_bull+rci_bull+pin_bull,162,0.77160494,1.26714622,42,0.71428571,1.18657990,0.56432791,42,0.64285714,1.13646470,0.49166366
d1,5,price200_bull+pin_bull,327,0.76758410,1.26054311,65,0.75384615,1.25229817,0.63694217,81,0.74074074,1.30950665,0.63595651
d1,5,sma_stack_bull+rci_bull+volatility+nr4,212,0.76415094,1.25490511,44,0.75000000,1.24590889,0.60559434,42,0.66666667,1.17855599,0.51552507
d1,5,trend_bull+volatility+nr4+mtf_di_bull,219,0.76255708,1.25228763,39,0.66666667,1.10747457,0.50977394,27,0.77777778,1.37498199,0.59243071
d1,5,trend_bull+rci_bull+volatility+nr4,265,0.76226415,1.25180658,49,0.77551020,1.28828674,0.64121213,52,0.69230769,1.22388506,0.55730411
d1,5,trend_bull+volatility+nr4+mtf_di_strong_bull,150,0.76000000,1.24808835,27,0.70370370,1.16900093,0.51519317,16,0.68750000,1.21538586,0.44404356
d1,5,pin_bull+cross_target_relative_up,179,0.75977654,1.24772137,60,0.76666667,1.27359575,0.64563730,30,0.73333333,1.29641159,0.55552038
d1,5,price200_bull+rci_bull+volatility+nr4,345,0.75942029,1.24713633,65,0.76923077,1.27785527,0.65355291,70,0.70000000,1.23748379,0.58455683
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,0.75935829,1.24703451,93,0.53763441,0.89312465,0.43682930,35,0.54285714,0.95968130,0.38189725
d1,5,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,0.75263158,1.23598777,90,0.56666667,0.94135338,0.46364098,36,0.52777778,0.93302349,0.37005938
d1,5,sma_stack_bull+nr4+mtf_volatility,319,0.75235110,1.23552715,93,0.63440860,1.05388709,0.53301092,66,0.78787879,1.39283889,0.67486929
d1,5,volatility+nr4+mtf_di_strong_bull,309,0.75080906,1.23299479,72,0.70833333,1.17669173,0.59494257,39,0.79487179,1.40520137,0.64466032
d1,5,rci_bull+volatility+nr4+mtf_di_strong_bull,236,0.75000000,1.23166613,52,0.71153846,1.18201613,0.57727212,24,0.75000000,1.32587549,0.55100556
d1,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,0.74869110,1.22951663,64,0.54687500,0.90847523,0.42573597,26,0.61538462,1.08789783,0.42534850
d1,5,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.74752475,1.22760123,99,0.55555556,0.92289547,0.45742143,40,0.55000000,0.97230869,0.39829092
d1,5,trend_bull+bb_expand+elliott_wave5_bull+cross_group_bull,178,0.74719101,1.22705315,60,0.55000000,0.91366652,0.42491936,17,0.58823529,1.03990234,0.36005443
d1,5,volatility+nr4+cross_target_relative_up,257,0.74708171,1.22687366,102,0.70588235,1.17262013,0.61128351,51,0.86274510,1.52519010,0.74278308
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,0.74489796,1.22328745,96,0.55208333,0.91712738,0.45251639,39,0.56410256,0.99723968,0.40975692
d1,5,volatility+nr4+mtf_di_bull,454,0.74449339,1.22262306,103,0.69902913,1.16123547,0.60460546,70,0.80000000,1.41426719,0.69183356
d1,5,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,0.74404762,1.22189100,85,0.54117647,0.89900877,0.43576336,35,0.48571429,0.85866222,0.32994236
d1,5,sma_stack_bull+rci_bull+nr4+mtf_volatility,191,0.74345550,1.22091861,53,0.60377358,1.00299584,0.46941479,33,0.78787879,1.39283889,0.62248355
d1,5,price200_bull+volatility+nr4+cross_target_relative_up,152,0.74342105,1.22086204,48,0.66666667,1.10747457,0.52540110,30,0.83333333,1.47319498,0.66435649
d1,5,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,0.74157303,1.21782719,90,0.54444444,0.90443756,0.44184634,45,0.53333333,0.94284479,0.39077455
d1,5,trend_bull+nr4+mtf_volatility,409,0.74083130,1.21660909,103,0.65048544,1.08059412,0.55450028,70,0.82857143,1.46477673,0.72383352
d1,5,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,208,0.74038462,1.21587554,104,0.55769231,0.92644507,0.46187690,47,0.61702128,1.09079118,0.47426567
d1,5,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_bull,207,0.73913043,1.21381590,97,0.56701031,0.94192425,0.46771585,49,0.59183673,1.04626909,0.45247319
d1,5,volatility+nr4+mtf_di_bull+cross_group_return_up,195,0.73846154,1.21271742,69,0.66666667,1.10747457,0.54926475,36,0.88888889,1.57140798,0.74685191
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_return_up,198,0.73737374,1.21093101,101,0.54455446,0.90462032,0.44757998,44,0.56818182,1.00445113,0.42224147
d1,5,price200_bull+volatility+nr4,576,0.73611111,1.20885750,110,0.70000000,1.16284830,0.60880139,127,0.77952756,1.37807531,0.69981389
d1,5,price200_bull+volatility+nr7,212,0.73584906,1.20842715,35,0.68571429,1.13911670,0.52020236,53,0.81132075,1.43428040,0.68641541
d1,5,trend_bull+bb_expand+nr4+mtf_di_strong_bull,212,0.73584906,1.20842715,47,0.72340426,1.20172772,0.58241436,24,0.54166667,0.95757674,0.35074865
d1,5,sma_stack_bull+volatility+nr4,385,0.73506494,1.20713945,76,0.64473684,1.07104448,0.53256386,86,0.75581395,1.33615359,0.65537127
d1,5,bb_expand+nr4+mtf_volatility,290,0.73448276,1.20618338,69,0.79710145,1.32415438,0.68775960,55,0.70909091,1.25355501,0.57859280
d1,5,rci_bull+nr4+mtf_di_strong_bull+cross_group_bull,222,0.73423423,1.20577525,142,0.63380282,1.05288075,0.55201069,47,0.51063830,0.90272374,0.37242454
d1,5,trend_bull+bb_expand+retest_up+cross_group_bull,202,0.73267327,1.20321180,68,0.52941176,0.87946510,0.41240922,29,0.55172414,0.97535668,0.37547963
d1,5,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,0.73245614,1.20285523,110,0.57272727,0.95142133,0.47936923,54,0.61111111,1.08034299,0.47788299
d1,5,price200_bull+bb_expand+nr4+mtf_volatility,153,0.73202614,1.20214908,38,0.78947368,1.31148304,0.63654221,33,0.81818182,1.44640962,0.65611768
d1,5,sma_stack_bull+elliott_impulse_bull+mtf_di_bull+cross_group_bull,220,0.73181818,1.20180756,107,0.57009346,0.94704601,0.47546911,53,0.62264151,1.10072682,0.48806896
d1,5,rci_bull+volatility+nr4+mtf_di_bull,325,0.72923077,1.19755845,66,0.74242424,1.23332395,0.62566901,44,0.72727273,1.28569744,0.58151127
d1,5,rci_bull+volatility+nr4+mtf_volatility,166,0.72891566,1.19704098,29,0.79310345,1.31751285,0.61609910,21,0.80952381,1.43110370,0.59999435
d1,5,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_return_up,202,0.72772277,1.19508199,101,0.56435644,0.93751560,0.46705647,46,0.54347826,0.96077934,0.40180181
d1,5,trend_bull+volatility+nr4,455,0.72747253,1.19467103,86,0.66279070,1.10103576,0.55782561,90,0.75555556,1.33569679,0.65751629
d1,5,trend_bull+bb_expand+nr4+mtf_di_bull,242,0.72727273,1.19434291,56,0.73214286,1.21624439,0.60405444,33,0.60606061,1.07141453,0.43683441
d1,5,sma_stack_bull+atr_expand+mtf_volatility,238,0.72689076,1.19371563,48,0.81250000,1.34973463,0.68060133,83,0.75903614,1.34184989,0.65690264
d1,5,sma_stack_bull+retest_up+mtf_di_strong_bull+cross_group_bull,182,0.72527473,1.19106175,91,0.51648352,0.85798854,0.41524032,45,0.51111111,0.90355959,0.37004465
d1,5,price200_bull+bb_expand+nr4+mtf_di_strong_bull,298,0.72483221,1.19033505,62,0.72580645,1.20571828,0.60407460,46,0.52173913,0.92234816,0.38137413
d1,5,sma_stack_bull+volatility+mtf_volatility,784,0.72448980,1.18977272,111,0.67567568,1.12244044,0.58398134,148,0.72297297,1.27809619,0.64592599
d1,5,trend_bull+rci_bull+nr4+mtf_volatility,261,0.72413793,1.18919488,62,0.64516129,1.07174958,0.52081131,43,0.83720930,1.48004705,0.70027594
d1,5,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_return_up,210,0.72380952,1.18865557,104,0.55769231,0.92644507,0.46187690,49,0.59183673,1.04626909,0.45247319
d1,5,bb_expand+nr4+mtf_di_strong_bull+cross_group_return_up,152,0.72368421,1.18844978,56,0.73214286,1.21624439,0.60405444,26,0.50000000,0.88391699,0.32060594
d1,5,price200_bull+bb_expand+elliott_impulse_bull+cross_group_bull,242,0.72314050,1.18755688,81,0.51851852,0.86136911,0.41135649,31,0.64516129,1.14053805,0.46947954
d1,5,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,0.72222222,1.18604887,110,0.55454545,0.92121748,0.46138688,51,0.56862745,1.00523893,0.43265302
d1,5,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,0.72189349,1.18550902,27,0.66666667,1.10747457,0.47824761,32,0.75000000,1.32587549,0.57893441
d1,5,trend_bull+bb_expand+retest_up+cross_target_relative_up,212,0.72169811,1.18518816,70,0.50000000,0.83060593,0.38595718,22,0.63636364,1.12498526,0.42951708
d1,5,price200_bull+nr4+mtf_volatility,513,0.72124756,1.18444826,123,0.69105691,1.14799193,0.60465208,89,0.74157303,1.31097801,0.64197059
d1,5,rci_bull+nr4+mtf_di_bull+cross_group_bull,293,0.72013652,1.18262368,197,0.63959391,1.06250098,0.57047002,69,0.56521739,0.99921051,0.44788404
d1,5,rci_bull+volatility+elliott_impulse_bull+cross_group_bull,189,0.71957672,1.18170437,37,0.64864865,1.07754282,0.48759023,28,0.75000000,1.32587549,0.56644330
d1,5,price200_bull+bb_expand+elliott_wave5_bull+cross_group_bull,221,0.71945701,1.18150778,76,0.51315789,0.85246398,0.40288693,22,0.63636364,1.12498526,0.42951708
d1,5,trend_bull+volatility+nr7,171,0.71929825,1.18124705,27,0.66666667,1.10747457,0.47824761,38,0.76315789,1.34913646,0.60793188
d1,5,price200_bull+bb_expand+nr4+mtf_di_bull,337,0.71810089,1.17928073,74,0.74324324,1.23468449,0.63345556,61,0.52459016,0.92738832,0.40157157
d1,5,price200_bull+bb_expand+nr4,478,0.71757322,1.17841418,108,0.74074074,1.23052730,0.65083509,113,0.68141593,1.20463024,0.59075844
d1,5,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_return_up,177,0.71751412,1.17831713,94,0.53191489,0.88362333,0.43178264,42,0.50000000,0.88391699,0.35525990
d1,5,sma_stack_bull+nr4+elliott_pullback_bull,198,0.71717172,1.17775482,68,0.58823529,0.97718344,0.46961467,53,0.71698113,1.26750361,0.58429714
d1,5,sma_stack_bull+bb_expand+nr4+mtf_di_bull,152,0.71710526,1.17764569,50,0.72000000,1.19607253,0.58334876,27,0.59259259,1.04760532,0.40726701
d1,5,trend_bull+rci_bull+elliott_wave5_bull+cross_group_bull,300,0.71666667,1.17692541,102,0.54901961,0.91203788,0.45242713,50,0.50000000,0.88391699,0.36644514
d1,5,sma_stack_bull+retest_up+cross_group_bull,194,0.71649485,1.17664325,97,0.52577320,0.87342067,0.42732770,51,0.49019608,0.86658529,0.35857486
d1,5,trend_bull+rci_bull+bb_expand+nr4,261,0.71647510,1.17661081,57,0.71929825,1.19490677,0.59169801,44,0.63636364,1.12498526,0.48866377
d1,5,nr7+mtf_volatility,298,0.71476510,1.17380262,49,0.61224490,1.01706848,0.47245999,52,0.67307692,1.18988826,0.53756189
d1,5,rci_bull+volatility+nr4,508,0.71456693,1.17347718,101,0.76237624,1.26646844,0.67072484,89,0.70786517,1.25138810,0.60636494
d1,5,trend_bull+bb_expand+elliott_wave5_bull+cross_group_return_up,196,0.71428571,1.17301536,67,0.53731343,0.89259144,0.41916458,23,0.52173913,0.92234816,0.32962737
d1,5,trend_bull+atr_expand+mtf_volatility,283,0.71378092,1.17218638,58,0.82758621,1.37479602,0.71091743,82,0.75609756,1.33665496,0.65307292
d1,5,sma_stack_bull+rci_bull+retest_up+cross_group_bull,192,0.71354167,1.17179347,93,0.53763441,0.89312465,0.43682930,48,0.47916667,0.84708712,0.34471316
d1,5,price200_bull+bb_expand+nr4+cross_group_return_up,171,0.71345029,1.17164341,65,0.72307692,1.20118396,0.60419362,48,0.58333333,1.03123649,0.44281332
d1,5,rci_bull+volatility+elliott_wave5_bull+cross_group_bull,157,0.71337580,1.17152108,32,0.62500000,1.03825741,0.45254407,23,0.73913043,1.30665990,0.53529995
d1,5,rci_bull+bb_expand+elliott_impulse_bull+cross_group_bull,258,0.71317829,1.17119673,84,0.51190476,0.85038226,0.40685183,31,0.64516129,1.14053805,0.46947954
d1,5,sma_stack_bull+atr_expand,251,0.71314741,1.17114602,49,0.81632653,1.35609131,0.68642397,84,0.76190476,1.34692113,0.66064934
d1,5,sma_stack_bull+bb_expand+mtf_volatility,477,0.71278826,1.17055621,136,0.63970588,1.06268699,0.55620574,145,0.71724138,1.26796368,0.63906962
d1,5,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_return_up,188,0.71276596,1.17051959,102,0.54901961,0.91203788,0.45242713,55,0.54545455,0.96427308,0.41522690
d1,5,bb_expand+retest_up+elliott_impulse_bull+cross_group_bull,254,0.71259843,1.17024446,86,0.51162791,0.84992234,0.40776721,32,0.62500000,1.10489624,0.45254407
d1,5,price200_bull+nr7+mtf_volatility,153,0.71241830,1.16994866,30,0.60000000,0.99672711,0.42320360,36,0.66666667,1.17855599,0.50333998
d1,5,trend_bull+rci_bull+elliott_impulse_bull+cross_group_bull,333,0.71171171,1.16878828,111,0.54954955,0.91291823,0.45688031,66,0.56060606,0.99105844,0.44082635
