timeframe,target_pips,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,50,5,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.74752475,1.22760123,99,0.55555556,0.92289547,0.45742143,40,0.55000000,0.97230869,0.39829092
d1,50,5,trend_bull+bb_expand+elliott_wave5_bull+cross_group_bull,178,0.74719101,1.22705315,60,0.55000000,0.91366652,0.42491936,17,0.58823529,1.03990234,0.36005443
d1,50,5,adx25+volatility+nr4+mtf_di_strong_bull,174,0.74712644,1.22694710,25,0.84000000,1.39541796,0.65346378,19,0.84210526,1.48870230,0.62434525
d1,50,5,volatility+nr4+cross_target_relative_up,257,0.74708171,1.22687366,102,0.70588235,1.17262013,0.61128351,51,0.86274510,1.52519010,0.74278308
d1,50,5,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,0.74703557,1.22679789,59,0.61016949,1.01362079,0.48266342,70,0.77142857,1.36375764,0.66049668
d1,50,5,sma_stack_bull+adx25+nr4+mtf_volatility,154,0.74675325,1.22633424,35,0.54285714,0.90180072,0.38189725,35,0.85714286,1.51528627,0.70624446
d1,50,5,sma_stack_bull+bb_expand+close_near_high+mtf_volatility,150,0.74666667,1.22619206,44,0.68181818,1.13264445,0.53443104,39,0.71794872,1.26921414,0.56224681
d1,50,5,adx25+bb_expand+nr4+mtf_volatility,146,0.74657534,1.22604208,26,0.80769231,1.34174804,0.62123743,35,0.85714286,1.51528627,0.70624446
d1,50,5,price200_bull+adx25+pin_bull,142,0.74647887,1.22588366,18,0.72222222,1.19976412,0.49127343,30,0.73333333,1.29641159,0.55552038
d1,50,5,price200_bull+nr4+close_near_high+mtf_volatility,165,0.74545455,1.22420149,45,0.77777778,1.29205366,0.63730708,26,0.69230769,1.22388506,0.50011742
d1,50,5,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,0.74489796,1.22328745,96,0.55208333,0.91712738,0.45251639,39,0.56410256,0.99723968,0.40975692
d1,50,5,volatility+nr4+mtf_di_bull,454,0.74449339,1.22262306,103,0.69902913,1.16123547,0.60460546,70,0.80000000,1.41426719,0.69183356
d1,50,5,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,0.74404762,1.22189100,85,0.54117647,0.89900877,0.43576336,35,0.48571429,0.85866222,0.32994236
d1,50,5,sma_stack_bull+rci_bull+nr4+mtf_volatility,191,0.74345550,1.22091861,53,0.60377358,1.00299584,0.46941479,33,0.78787879,1.39283889,0.62248355
d1,50,5,price200_bull+volatility+nr4+cross_target_relative_up,152,0.74342105,1.22086204,48,0.66666667,1.10747457,0.52540110,30,0.83333333,1.47319498,0.66435649
d1,50,5,sma_stack_bull+adx25+atr_expand,155,0.74193548,1.21842241,17,0.76470588,1.27033848,0.52738202,45,0.82222222,1.45355239,0.68670175
d1,50,5,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,0.74157303,1.21782719,90,0.54444444,0.90443756,0.44184634,45,0.53333333,0.94284479,0.39077455
d1,50,5,trend_bull+nr4+mtf_volatility,409,0.74083130,1.21660909,103,0.65048544,1.08059412,0.55450028,70,0.82857143,1.46477673,0.72383352
d1,50,5,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,208,0.74038462,1.21587554,104,0.55769231,0.92644507,0.46187690,47,0.61702128,1.09079118,0.47426567
d1,50,5,adx25+pin_bull,204,0.74019608,1.21556592,25,0.76000000,1.26252101,0.56570317,36,0.77777778,1.37498199,0.61915297
d1,50,5,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,0.73983740,1.21497689,65,0.50769231,0.84338448,0.38916452,30,0.60000000,1.06070039,0.42320360
d1,50,5,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_bull,207,0.73913043,1.21381590,97,0.56701031,0.94192425,0.46771585,49,0.59183673,1.04626909,0.45247319
d1,50,5,price200_bull+volatility+nr4+close_near_high,161,0.73913043,1.21381590,33,0.60606061,1.00679506,0.43683441,32,0.68750000,1.21538586,0.51433322
d1,50,5,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,0.73880597,1.21328305,70,0.50000000,0.83060593,0.38595718,33,0.54545455,0.96427308,0.37985939
d1,50,5,volatility+nr4+mtf_di_bull+cross_group_return_up,195,0.73846154,1.21271742,69,0.66666667,1.10747457,0.54926475,36,0.88888889,1.57140798,0.74685191
d1,50,5,volatility+nr4+elliott_pullback_bull+mtf_di_bull,122,0.73770492,1.21147488,20,0.75000000,1.24590889,0.53129912,23,0.82608696,1.46038459,0.62862352
d1,50,5,trend_bull+bb_expand+close_near_high+mtf_volatility,179,0.73743017,1.21102368,50,0.70000000,1.16284830,0.56249650,39,0.76923077,1.35987229,0.61663743
d1,50,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_return_up,198,0.73737374,1.21093101,101,0.54455446,0.90462032,0.44757998,44,0.56818182,1.00445113,0.42224147
d1,50,5,adx25+volatility+nr4+cross_target_relative_up,137,0.73722628,1.21068885,35,0.62857143,1.04419031,0.46336937,30,0.96666667,1.70890618,0.83329609
d1,50,5,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_return_up,148,0.73648649,1.20947395,58,0.53448276,0.88788909,0.40800175,32,0.59375000,1.04965143,0.42260025
d1,50,5,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,129,0.73643411,1.20938793,46,0.54347826,0.90283253,0.40180181,33,0.54545455,0.96427308,0.37985939
d1,50,10,bb_expand+pin_bull,120,0.90000000,1.25732397,19,0.84210526,1.14724243,0.62434525,20,0.65000000,0.95161117,0.43285428
d1,50,10,pin_bull+mtf_volatility,161,0.87577640,1.22348295,43,0.88372093,1.20393755,0.75520838,27,0.88888889,1.30134861,0.71942199
d1,50,10,adx_up3+volatility+pullback_bull+mtf_volatility,193,0.87564767,1.22330311,29,0.89655172,1.22141758,0.73614919,33,0.69696970,1.02037561,0.52661865
d1,50,10,volatility+nr4+mtf_di_bull+cross_group_bull,141,0.87234043,1.21868281,62,0.82258065,1.12064306,0.70958433,25,0.88000000,1.28833512,0.70044206
d1,50,10,sma_stack_bull+volatility+nr4+mtf_volatility,155,0.87096774,1.21676513,24,0.70833333,0.96499819,0.50832306,31,0.93548387,1.36956446,0.79281363
d1,50,10,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,0.87037037,1.21593059,71,0.83098592,1.13209398,0.72740872,22,0.86363636,1.26437848,0.66665013
d1,50,10,price200_bull+pin_bull+cross_target_relative_up,143,0.86713287,1.21140771,40,0.82500000,1.12393906,0.68050010,28,0.78571429,1.15029922,0.60461414
d1,50,10,ema200_rising+pin_bull+cross_target_relative_up,143,0.86713287,1.21140771,40,0.82500000,1.12393906,0.68050010,28,0.78571429,1.15029922,0.60461414
d1,50,10,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.86000000,1.20144290,23,0.82608696,1.12541988,0.62862352,57,0.85964912,1.25854109,0.74675535
d1,50,10,sma_stack_bull+volatility+nr4+mtf_di_bull,176,0.85795455,1.19858535,35,0.80000000,1.08988030,0.64108387,23,0.82608696,1.20940550,0.62862352
d1,50,10,adx_up3+atr_expand+mtf_volatility,218,0.85779817,1.19836688,37,0.89189189,1.21506926,0.75291468,59,0.64406780,0.94292632,0.51655496
d1,50,10,adx_up3+volatility+nr4,209,0.85645933,1.19649649,35,0.88571429,1.20665319,0.74048531,59,0.86440678,1.26550638,0.75460339
d1,50,10,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,0.85365854,1.19258371,24,0.87500000,1.19205658,0.68996119,30,0.70000000,1.02481203,0.52124213
d1,50,10,ema200_rising+rci_bull+pin_bull+cross_group_return_up,123,0.85365854,1.19258371,24,0.87500000,1.19205658,0.68996119,30,0.70000000,1.02481203,0.52124213
d1,50,10,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,0.85365854,1.19258371,62,0.66129032,0.90090912,0.53717700,26,0.57692308,0.84462530,0.38948614
d1,50,10,macd_bull+pin_bull,218,0.85321101,1.19195850,50,0.88000000,1.19886834,0.76195183,44,0.72727273,1.06473977,0.58151127
d1,50,10,rci_bull+pin_bull+cross_group_return_up,134,0.85074627,1.18851519,32,0.90625000,1.23463003,0.75781845,30,0.70000000,1.02481203,0.52124213
d1,50,10,pin_bull+cross_target_relative_up,179,0.84916201,1.18630195,60,0.86666667,1.18070366,0.75834840,30,0.80000000,1.17121375,0.62694304
d1,50,10,price200_bull+macd_bull+pin_bull,171,0.84795322,1.18461323,31,0.83870968,1.14261645,0.67365646,43,0.72093023,1.05545425,0.57308971
d1,50,10,ema200_rising+macd_bull+pin_bull,171,0.84795322,1.18461323,31,0.83870968,1.14261645,0.67365646,43,0.72093023,1.05545425,0.57308971
d1,50,10,sma_stack_bull+pin_bull,195,0.84615385,1.18209946,51,0.86274510,1.17536111,0.74278308,63,0.79365079,1.16191840,0.67830186
d1,50,10,price200_bull+volatility+nr4+mtf_di_bull,298,0.84563758,1.18137823,57,0.82456140,1.12334154,0.70632647,50,0.80000000,1.17121375,0.66962894
d1,50,10,ema200_rising+volatility+nr4+mtf_di_bull,298,0.84563758,1.18137823,57,0.82456140,1.12334154,0.70632647,50,0.80000000,1.17121375,0.66962894
d1,50,10,rci_bull+pin_bull+mtf_di_bull,136,0.84558824,1.18130928,35,0.85714286,1.16772890,0.70624446,20,0.65000000,0.95161117,0.43285428
d1,50,10,adx_up3+volatility+mtf_volatility,546,0.84432234,1.17954080,81,0.86419753,1.17733984,0.77296936,120,0.80833333,1.18341389,0.72878844
d1,50,10,sma_stack_bull+macd_bull+volatility+nr4,141,0.84397163,1.17905085,28,0.85714286,1.16772890,0.68510198,26,0.88461538,1.29509213,0.71024097
d1,50,10,rci_bull+pin_bull,237,0.84388186,1.17892543,68,0.91176471,1.24214299,0.82056231,52,0.75000000,1.09801289,0.61793542
d1,50,10,volatility+pullback_bull+mtf_di_strong_bull+cross_group_return_up,134,0.84328358,1.17808962,40,0.82500000,1.12393906,0.68050010,21,0.66666667,0.97601146,0.45373452
d1,50,10,adx_up3+atr_expand,229,0.84279476,1.17740673,38,0.86842105,1.18309375,0.72673141,60,0.65000000,0.95161117,0.52362619
d1,50,10,macd_bull+pin_bull+cross_group_return_up,127,0.84251969,1.17702244,28,0.85714286,1.16772890,0.68510198,27,0.66666667,0.97601146,0.47824761
d1,50,10,volatility+nr4+pullback_bull+mtf_di_bull,133,0.84210526,1.17644348,36,0.83333333,1.13529198,0.68109206,27,0.92592593,1.35557147,0.76630407
d1,50,10,price200_bull+rci_bull+pin_bull,202,0.84158416,1.17571548,51,0.88235294,1.20207387,0.76619156,52,0.75000000,1.09801289,0.61793542
d1,50,10,ema200_rising+rci_bull+pin_bull,202,0.84158416,1.17571548,51,0.88235294,1.20207387,0.76619156,52,0.75000000,1.09801289,0.61793542
d1,50,10,sma_stack_bull+rci_bull+volatility+nr4,212,0.83962264,1.17297519,44,0.86363636,1.17657533,0.73290547,42,0.76190476,1.11544167,0.61472456
d1,50,10,volatility+pin_bull,166,0.83734940,1.16979941,34,0.94117647,1.28221212,0.80906393,36,0.72222222,1.05734575,0.56007510
d1,50,10,sma_stack_bull+macd_bull+elliott_wave5_bull+cross_group_bull,184,0.83695652,1.16925055,88,0.69318182,0.94435651,0.59043848,34,0.67647059,0.99036457,0.50842895
d1,50,10,adx_up3+volatility+pullback_bull+cross_group_return_up,141,0.83687943,1.16914286,34,0.82352941,1.12193561,0.66486263,27,0.74074074,1.08445717,0.55321429
d1,50,10,pin_bull+mtf_di_bull,189,0.83597884,1.16788470,57,0.87719298,1.19504419,0.76753552,26,0.69230769,1.01355036,0.50011742
d1,50,10,rci_bull+volatility+nr4+cross_target_relative_up,158,0.83544304,1.16713617,65,0.84615385,1.15275801,0.73944680,27,0.85185185,1.24712575,0.67521315
d1,50,10,price200_bull+volatility+nr4+mtf_di_strong_bull,206,0.83495146,1.16644942,40,0.80000000,1.08988030,0.65242694,26,0.76923077,1.12616707,0.57948446
d1,50,10,ema200_rising+volatility+nr4+mtf_di_strong_bull,206,0.83495146,1.16644942,40,0.80000000,1.08988030,0.65242694,26,0.76923077,1.12616707,0.57948446
d1,50,10,macd_bull+pin_bull+mtf_di_bull,139,0.83453237,1.16586395,35,0.82857143,1.12880460,0.67317718,16,0.62500000,0.91501074,0.38641041
d1,50,10,macd_bull+volatility+pullback_bull+mtf_di_strong_bull,217,0.83410138,1.16526185,42,0.78571429,1.07041816,0.64060155,29,0.82758621,1.21160043,0.65451560
d1,50,10,volatility+pullback_bull+mtf_di_bull+cross_group_bull,198,0.83333333,1.16418886,63,0.79365079,1.08123046,0.67830186,33,0.66666667,0.97601146,0.49607894
d1,50,10,sma_stack_bull+volatility+pullback_bull+mtf_volatility,337,0.83086053,1.16073429,43,0.83720930,1.14057241,0.70027594,56,0.82142857,1.20258555,0.70158818
d1,50,10,volatility+nr4+mtf_di_bull+cross_group_return_up,195,0.83076923,1.16060674,69,0.82608696,1.12541988,0.72016374,36,0.88888889,1.30134861,0.74685191
d1,50,10,price200_bull+rci_bull+volatility+nr7,130,0.83076923,1.16060674,27,0.85185185,1.16052069,0.67521315,26,0.84615385,1.23878377,0.66468801
d1,50,10,ema200_rising+rci_bull+volatility+nr7,130,0.83076923,1.16060674,27,0.85185185,1.16052069,0.67521315,26,0.84615385,1.23878377,0.66468801
d1,50,10,sma_stack_bull+macd_bull+volatility+pullback_bull,248,0.83064516,1.16043341,41,0.90243902,1.22943815,0.77452319,47,0.76595745,1.12137487,0.62775742
d1,50,10,price200_bull+adx_up3+volatility+pullback_bull,183,0.83060109,1.16037185,28,0.89285714,1.21638427,0.72804148,34,0.79411765,1.16260188,0.63201612
d1,50,10,ema200_rising+adx_up3+volatility+pullback_bull,183,0.83060109,1.16037185,28,0.89285714,1.21638427,0.72804148,34,0.79411765,1.16260188,0.63201612
d1,50,10,price200_bull+pin_bull+cross_group_bull,159,0.83018868,1.15979570,29,0.89655172,1.22141758,0.73614919,35,0.80000000,1.17121375,0.64108387
d1,50,10,ema200_rising+pin_bull+cross_group_bull,159,0.83018868,1.15979570,29,0.89655172,1.22141758,0.73614919,35,0.80000000,1.17121375,0.64108387
d1,50,10,pin_bull+mtf_di_bull+cross_group_return_up,129,0.82945736,1.15877403,32,0.87500000,1.19205658,0.71931695,17,0.70588235,1.03342390,0.46866890
d1,50,10,price200_bull+volatility+nr4+mtf_volatility,211,0.82938389,1.15867138,36,0.80555556,1.09744892,0.64971957,32,0.93750000,1.37251611,0.79852877
d1,50,10,ema200_rising+volatility+nr4+mtf_volatility,211,0.82938389,1.15867138,36,0.80555556,1.09744892,0.64971957,32,0.93750000,1.37251611,0.79852877
d1,50,10,adx_up3+volatility+pullback_bull,304,0.82894737,1.15806155,53,0.86792453,1.18241731,0.75159745,56,0.78571429,1.15029922,0.66180536
d1,50,10,pin_bull+cross_group_bull,185,0.82702703,1.15537878,46,0.93478261,1.27350144,0.82497259,37,0.81081081,1.18704096,0.65795303
d1,50,10,price200_bull+pin_bull+cross_group_return_up,179,0.82681564,1.15508347,29,0.89655172,1.22141758,0.73614919,40,0.75000000,1.09801289,0.59806039
d1,50,10,ema200_rising+pin_bull+cross_group_return_up,179,0.82681564,1.15508347,29,0.89655172,1.22141758,0.73614919,40,0.75000000,1.09801289,0.59806039
d1,50,10,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,0.82631579,1.15438516,90,0.68888889,0.93850804,0.58717175,36,0.63888889,0.93534431,0.47575075
d1,50,10,price200_bull+rci_bull+volatility+nr4,345,0.82608696,1.15406548,65,0.87692308,1.19467649,0.77548506,70,0.75714286,1.10847015,0.64504961
d1,50,10,ema200_rising+rci_bull+volatility+nr4,345,0.82608696,1.15406548,65,0.87692308,1.19467649,0.77548506,70,0.75714286,1.10847015,0.64504961
d1,50,10,price200_bull+pin_bull+mtf_di_bull,155,0.82580645,1.15367361,35,0.85714286,1.16772890,0.70624446,25,0.68000000,0.99553169,0.48410269
d1,50,10,ema200_rising+pin_bull+mtf_di_bull,155,0.82580645,1.15367361,35,0.85714286,1.16772890,0.70624446,25,0.68000000,0.99553169,0.48410269
d1,50,10,sma_stack_bull+nr4+pullback_bull+mtf_di_bull,132,0.82575758,1.15360533,66,0.86363636,1.17657533,0.76070407,22,0.68181818,0.99819354,0.47318598
d1,50,10,price200_bull+pin_bull,327,0.82568807,1.15350823,65,0.89230769,1.21563572,0.79398686,81,0.80246914,1.17482861,0.70295609
d1,50,10,ema200_rising+pin_bull,327,0.82568807,1.15350823,65,0.89230769,1.21563572,0.79398686,81,0.80246914,1.17482861,0.70295609
d1,50,10,macd_bull+volatility+elliott_pullback_bull+mtf_di_strong_bull,126,0.82539683,1.15310135,13,0.76923077,1.04796183,0.49743624,22,0.86363636,1.26437848,0.66665013
d1,50,10,nr4+elliott_pullback_bull+mtf_volatility,171,0.82456140,1.15193424,33,0.78787879,1.07336697,0.62248355,24,0.87500000,1.28101504,0.68996119
d1,50,10,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,0.82352941,1.15049252,93,0.65591398,0.89358466,0.55490921,35,0.65714286,0.96206844,0.49151950
d1,50,10,price200_bull+volatility+nr4+cross_group_bull,135,0.82222222,1.14866634,55,0.78181818,1.06511030,0.65629966,31,0.83870968,1.22788538,0.67365646
d1,50,10,ema200_rising+volatility+nr4+cross_group_bull,135,0.82222222,1.14866634,55,0.78181818,1.06511030,0.65629966,31,0.83870968,1.22788538,0.67365646
d1,50,10,volatility+nr4+mtf_di_strong_bull+cross_group_return_up,129,0.82170543,1.14794436,49,0.83673469,1.13992583,0.70963662,19,0.94736842,1.38696365,0.75361269
d1,50,10,price200_bull+macd_bull+volatility+elliott_pullback_bull,257,0.82101167,1.14697517,41,0.85365854,1.16298203,0.71556542,53,0.84905660,1.24303346,0.72945751
d1,50,10,ema200_rising+macd_bull+volatility+elliott_pullback_bull,257,0.82101167,1.14697517,41,0.85365854,1.16298203,0.71556542,53,0.84905660,1.24303346,0.72945751
d1,50,10,sma_stack_bull+macd_bull+elliott_impulse_bull+cross_group_bull,201,0.82089552,1.14681291,95,0.69473684,0.94647500,0.59606604,47,0.70212766,1.02792696,0.56022326
d1,50,10,sma_stack_bull+adx_up3+pullback_bull+mtf_volatility,134,0.82089552,1.14681291,36,0.63888889,0.87039052,0.47575075,34,0.67647059,0.99036457,0.50842895
d1,50,10,nr4+pullback_bull+mtf_di_bull+cross_target_relative_up,145,0.82068966,1.14652531,106,0.75471698,1.02818897,0.66485522,34,0.70588235,1.03342390,0.53831090
d1,50,10,pin_bull+cross_group_return_up,211,0.81990521,1.14542942,48,0.91666667,1.24882118,0.80446698,42,0.76190476,1.11544167,0.61472456
d1,50,10,volatility+nr4+mtf_di_strong_bull,309,0.81877023,1.14384381,72,0.80555556,1.09744892,0.69967241,39,0.84615385,1.23878377,0.70270536
d1,50,10,sma_stack_bull+bb_expand+pullback_bull+mtf_volatility,160,0.81875000,1.14381556,46,0.63043478,0.85887307,0.48600096,50,0.80000000,1.17121375,0.66962894
d1,50,10,adx_up3+volatility+pullback_bull+mtf_di_bull,121,0.81818182,1.14302179,19,0.89473684,1.21894508,0.68605917,14,0.64285714,0.94115391,0.38764423
d1,50,10,bb_expand+nr4+mtf_di_bull+cross_group_bull,121,0.81818182,1.14302179,61,0.81967213,1.11668064,0.70525844,25,0.68000000,0.99553169,0.48410269
d1,50,10,price200_bull+macd_bull+volatility+nr4,274,0.81751825,1.14209477,48,0.85416667,1.16367428,0.72832823,55,0.83636364,1.22445074,0.71736254
d1,50,10,ema200_rising+macd_bull+volatility+nr4,274,0.81751825,1.14209477,48,0.85416667,1.16367428,0.72832823,55,0.83636364,1.22445074,0.71736254
d1,50,10,volatility+nr4+mtf_di_bull,454,0.81718062,1.14162309,103,0.81553398,1.11104303,0.72977344,70,0.84285714,1.23395734,0.74011753
d1,50,10,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.81683168,1.14113562,99,0.67676768,0.92199470,0.57952968,40,0.65000000,0.95161117,0.49505881
d1,50,10,volatility+pullback_bull+mtf_di_bull+cross_group_return_up,262,0.81679389,1.14108282,66,0.80303030,1.09400864,0.69161212,41,0.68292683,0.99981661,0.53015800
d1,50,10,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_bull,207,0.81642512,1.14056764,97,0.69072165,0.94100490,0.59295416,49,0.67346939,0.98597076,0.53379205
d1,50,10,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,0.81632653,1.14042990,96,0.66666667,0.90823359,0.56756506,39,0.66666667,0.97601146,0.50977394
d1,50,10,sma_stack_bull+macd_bull+volatility+elliott_pullback_bull,147,0.81632653,1.14042990,21,0.85714286,1.16772890,0.65363940,30,0.90000000,1.31761547,0.74378917
d1,50,10,macd_bull+volatility+nr4+cross_target_relative_up,163,0.81595092,1.13990517,72,0.84722222,1.15421352,0.74677711,29,0.86206897,1.26208378,0.69441006
d1,50,10,macd_bull+volatility+nr4+mtf_di_strong_bull,255,0.81568627,1.13953545,58,0.81034483,1.10397358,0.69147626,30,0.86666667,1.26881489,0.70318673
d1,50,10,price200_bull+macd_bull+volatility+pullback_bull,463,0.81425486,1.13753572,72,0.88888889,1.21097812,0.79577062,90,0.76666667,1.12241318,0.66948294
d1,50,10,ema200_rising+macd_bull+volatility+pullback_bull,463,0.81425486,1.13753572,72,0.88888889,1.21097812,0.79577062,90,0.76666667,1.12241318,0.66948294
d1,50,10,volatility+pullback_bull+mtf_di_strong_bull,258,0.81395349,1.13711470,47,0.80851064,1.10147478,0.67455995,33,0.78787879,1.15346809,0.62248355
d1,50,10,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,0.81343284,1.13638734,70,0.65714286,0.89525882,0.54039550,33,0.66666667,0.97601146,0.49607894
d1,50,10,rci_bull+volatility+pullback_bull+mtf_di_strong_bull,209,0.81339713,1.13633745,37,0.81081081,1.10460842,0.65795303,24,0.75000000,1.09801289,0.55100556
d1,50,10,volatility+nr4+mtf_volatility,364,0.81318681,1.13604364,72,0.86111111,1.17313505,0.76286813,53,0.88679245,1.29827939,0.77423481
d1,100,1,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.24000000,3.48443602,23,0.17391304,2.34128097,0.06978654,57,0.07017544,1.46029195,0.02762642
d1,100,1,sma_stack_bull+adx25+atr_expand+mtf_adx25,121,0.23966942,3.47963652,11,0.27272727,3.67155425,0.09746059,38,0.00000000,0.00000000,0.00000000
d1,100,1,sma_stack_bull+adx_up3+pullback_bull+mtf_volatility,134,0.23134328,3.35875363,36,0.13888889,1.86977300,0.06081815,34,0.05882353,1.22406825,0.01628266
d1,100,1,pin_bull+mtf_volatility,161,0.22981366,3.33654588,43,0.13953488,1.87846962,0.06555723,27,0.18518519,3.85354820,0.08180707
d1,100,1,adx_up3+volatility+pullback_bull+mtf_volatility,193,0.22279793,3.23468801,29,0.34482759,4.64219503,0.19940719,33,0.06060606,1.26116123,0.01678088
